V4_0,time,time,uk-only,geography,cpih1dim1aggid,aggregate
96.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
86,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
83.7,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
80.2,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
79.7,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
87.5,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
89,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
95.1,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
90,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
86.6,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
92.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.2,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
100.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
86.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
77.8,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
89,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
87.7,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
90.8,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
95.7,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
91.6,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
87.1,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
73.5,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
91.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
89.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
102.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
90.1,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
85.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
84.6,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
88.3,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
75.2,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
82.7,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
58.3,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
78.8,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
63,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
84.8,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
154.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
314.5,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
179.1,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
98,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
92,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
83.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
106.4,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
99.6,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
93,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
85,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
80.8,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
81.3,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
88.3,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
76.3,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
84.4,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
84.7,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
87.8,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
58.4,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T100000,10 Education
83.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
92,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
72,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
97.1,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
90.2,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
87.8,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
84.7,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T60000,06 Health
82.2,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
83.6,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
95.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
89.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1A0,Overall Index
61.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
90.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
86.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
86.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
86.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
96.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
87.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
86.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
81.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
108.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
89.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
91.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
68.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
95.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
105.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
87.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
92.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
92.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
85,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
78.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
96.7,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
91.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
93.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
91,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
80,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
86.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
92.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
90.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
78,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
101.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
96.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
70.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
66,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
89.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
145.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
88.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
101.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
84,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
84.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
89.7,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
61.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
89.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
90.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
85.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
99.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
87.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
86.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
96.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
84.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
92.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
91.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
85.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
86,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
90.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
86.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
90.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
99.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
84,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
95.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
86.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
110.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
73,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
73.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
108.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
89.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
87.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
91.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
98.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
68.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S20200,02.2.0 Tobacco
95.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S30102,03.1.2 Garments
97.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S30103,03.1.3 Other clothing and clothing accessories
88,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
105.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S30200,03.2.0 Footwear including repairs
87.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40100,04.1.0 Actual rentals for housing
92.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40200,04.2.0 Owner Occupied Housing Costs
90,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40301,04.3.1 Materials for maintenance and repair
97.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40302,04.3.2 Services for maintenance and repair
87.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40401,04.4.1 Water supply
82.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40403,04.4.3 Sewerage collection
78,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40501,04.5.1 Electricity
74.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40502,04.5.2 Gas
122.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40503,04.5.3 Liquid fuels
89.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40504,04.5.4 Solid fuels
96.7,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S40900,04.9.0 Council Tax and rates
91.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50101,05.1.1 Furniture and furnishings
90.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50102,05.1.2 Carpets and other floor coverings
93.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50301,05.3.1/2 Major appliances and small electric goods
103.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50303,05.3.3 Repair of household appliances
91,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
80,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50500,05.5.0 Tools and equipment for House and Garden
87.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
89.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50602,05.6.2 Domestic services and household services
90.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S60101,06.1.1 Pharmaceutical products
96.7,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
92.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S60201,"06.2.1/3 Medical services, paramedical services"
88.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S60202,06.2.2 Dental services
78,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S60300,06.3.0 Hospital Services
93.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70102,07.1.2/3 Motorcycles and bicycles
93.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70181,07.1.1 New Cars
115.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70191,07.1.1b Second Hand Cars
94.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70201,07.2.1 Spare parts and accessories
107.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70202,07.2.2 Fuels and lubricants
88.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70203,07.2.3 Maintenance and repairs
90.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70204,07.2.4 Other services
81.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70301,07.3.1 Passenger transport by railway
85.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70302,07.3.2 Passenger transport by road
64.7,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70303,07.3.3 Passenger transport by air
77.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
66,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S80100,08.1.0 Postal Services
89.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
145.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
267.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
173.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90103,09.1.3 Data processing equipment
99.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90104,09.1.4 Recording media
94.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
88.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
107.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90301,"09.3.1 Games, toys and hobbies"
101.7,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90302,09.3.2 Equipment for sport and open-air recreation
98.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90303,"09.3.3 Gardens, plants and flowers"
87.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90304,"09.3.4/5 Pets, related products and services"
82.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90401,09.4.1 Recreational and sporting services
84.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90402,09.4.2 Cultural services
89.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90501,09.5.1 Books
78,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90502,09.5.2 Newspapers and periodicals
89.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
89.7,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S90600,09.6.0 Package Holidays
90.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
61.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T100000,10 Education
86.3,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T110000,11 Restaurants and hotels
94.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T120000,12 Miscellaneous goods and services
77.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T20000,02 Alcoholic beverages and tobacco
96.5,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T30000,03 Clothing and footwear
89.4,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
90.1,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T50000,"05 Furniture, household equipment and maintenance"
86.9,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T60000,06 Health
91.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T70000,07 Transport
88.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T80000,08 Communication
98.2,Month,Apr-10,K02000001,United Kingdom,cpih1dim1T90000,09 Recreation and culture
93.3,Month,Apr-11,K02000001,United Kingdom,cpih1dim1A0,Overall Index
64.7,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G100000,10.0 Education
94.3,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
94.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G10200,01.2 Non-alcoholic beverages
90.2,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G110100,11.1 Catering services
89.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G110200,11.2 Accommodation services
99,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G120100,12.1 Personal care
91.2,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G120300,12.3 Personal effects (nec)
88.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G120400,12.4 Social protection
93.5,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G120500,12.5 Insurance
103.6,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G120600,12.6 Financial services (nec)
92.5,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G120700,12.7 Other services (nec)
97.3,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G20100,02.1 Alcoholic beverages
75.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G20200,02.2 Tobacco
97.1,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G30100,03.1 Clothing
102.2,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G30200,03.2 Footwear including repairs
89.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G40100,04.1 Actual rentals for housing
93.5,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G40200,04.2.0 Owner Occupied Housing Costs
98,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G40300,04.3 Regular maintenance and repair of the dwelling
88.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G40400,04.4 Water supply and misc. services for the dwelling
83,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G40500,"04.5 Electricity , gas and other fuels"
96.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G40900,04.9.0 Council Tax and rates
95,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G50100,"05.1 Furniture, furnishings and carpets"
97.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G50300,"05.3 Household appliances, fitting and repairs"
96.7,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G50400,"05.4 Glassware, tableware and household utensils"
88.1,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G50500,05.5 Tools and equipment for house and garden
92.3,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
94.5,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G60100,"06.1 Medical products, appliances and equipment"
93.2,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G60200,06.2 Out-patient services
83.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G60300,06.3 Hospital services
104,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G70100,07.1 Purchase of vehicles
105.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G70200,07.2 Operation of personal transport equipment
84.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G70300,07.3 Transport services
72.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G80100,08.1 Postal services
91.2,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G80200,08.2/3 Telephone and telefax equip
135.3,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G90100,09.1 Audio-visual equipment and related products
91.7,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G90200,9.2 Other major durables for recreation and culture
100.6,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G90300,"09.3 Other recreational items, gardens and pets"
88.5,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G90400,09.4 Recreational and cultural services
88.7,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G90500,"09.5 Books, newspapers and stationery"
91.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G90600,09.6 Package holidays
64.7,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S100000,10.0.0 Education
96.1,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
93.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10102,01.1.2 Meat
91.2,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10103,01.1.3 Fish
100.2,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10104,"01.1.4 Milk, cheese and eggs"
95.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10105,01.1.5 Oils and fats
86.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10106,01.1.6 Fruit
99.2,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10107,01.1.7 Vegetables including potatoes and tubers
90.5,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
91.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10109,01.1.9 Food products (nec)
98.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10201,"01.2.1 Coffee, tea and cocoa"
94,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
89.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S110101,"11.1.1 Restaurants, cafes"
93.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S110102,11.1.2 Canteens
89.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S110200,11.2.0 Accommodation Services
93.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
100.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120102,12.1.2/3 Appliances and products for personal care
89.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120301,"12.3.1 Jewellery, clocks and watches"
95.1,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120302,12.3.2 Other personal effects
88.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120400,12.4.0 Social Protection
113,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120502,12.5.2 House contents insurance
79.8,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120503,12.5.3 Health insurance
93.3,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120504,12.5.4 Transport insurance
103.6,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120602,12.6.2 Other financial services (nec)
92.5,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S120700,12.7.0 Other Services Not Elsewhere covered
96.5,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S20101,02.1.1 Spirits
96.4,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S20102,02.1.2 Wine
100.7,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S20103,02.1.3 Beer
